semester,day,room,building,teacher,hours,course_name,school_and_faculty,course_type,course_number
"א'
ב'","ה'
ה'","308 
308 ","שרת
שרת",פרופ קרניול רחל,"1600 - 1400
1600 - 1400",התפתחות חברתית,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8011-01
א',ב',303 ,רקנאטי,"ד""ר לוי שי",1400 - 1200,סמינר בניתוח דוחות כספיים והערכת שווי חברות,ניהול/חשבונאות ,סמינר,1211-3814-02
"א'
ב'","ד'
ב'","123 
123 ","עבודה סוציאלית
עבודה סוציאלית","ד""ר סולימני אעידן יפית","1600 - 1400
1400 - 1200",סמינר אמפירי,עבודה סוציאלית ,"סמינר
סמינר",1110-3028-05
"א'
א'","ב'
ה'","203 
203 ","טרובוביץ משפ
טרובוביץ משפ","ד""ר שרגא דפנה","1555 - 1415
1555 - 1415",International Legal Perspectives On the Israeli/Palestinian,משפטים ,"שיעור
שיעור",1411-7071-01
"א'
ב'","א'
ב'","002 
213 ","קיקואין
מכסיקו",פרופ בילו גורצקה מרים,"1300 - 1000
1900 - 1600",עיצוב ליוצרי תיאטרון,אמנויות/אמנות התאטרון ,"עבודה מע
עבודה מע",0811-4228-01
"א'
א'","א'
ד'","104 
002 ","רוזנברג
רוזנברג",גב' מרכוס הדס,"1600 - 1400
1600 - 1400",אנגלית מתקדמים ב' ללימודי איכות הסביבה,שפות זרות / אנגלית ,"שיעור ות
שיעור ות",2171-9104-01
"א'
ב'","ד'
ד'","307 
307 ","שרת
שרת",פרופ ארם דורית,"1800 - 1600
1800 - 1600",אינטראקציה הוראתית עם ילדי גן,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8025-01
ב',א',254 ,רקנאטי,פרופ עמירם דן,1400 - 1200,סמינר בניתוח דוחות כספיים והערכת שווי חברות,ניהול/חשבונאות ,סמינר,1211-3814-03
"א'
ב'","ד'
ב'","250 
150 ","עבודה סוציאלית
עבודה סוציאלית","ד""ר גבריאל פריד בל","1600 - 1400
1400 - 1200",סמינר אמפירי,עבודה סוציאלית ,"סמינר
סמינר",1110-3028-06
ב',ג',301 ,טרובוביץ משפ,גב' רובינשטין ענבל,2130 - 2000,חקירת עדים בבית המשפט,ניהול ,שיעור,1411-7087-30
ב',ב',    ,None,"ד""ר אלון חן",1200 - 0800,פרויקטים מתקדמים במשחק,אמנויות/אמנות התאטרון ,מעבדה,0811-4313-01
"ב'
ב'","ג'
ה'","107 
107 ","כיתות דן דוד
כיתות דן דוד",גב' מרכוס הדס,"1400 - 1200
1400 - 1200",אנגלית מתקדמים ב' ללימודי איכות הסביבה,שפות זרות / אנגלית ,"שיעור ות
שיעור ות",2171-9104-02
"א'
ב'","ה'
ה'","318 
318 ","שרת
שרת",פרופ לוין אל יגון מיכל,"1600 - 1400
1600 - 1400",גורמי סיכון והגנה לקידום תפקוד מסתגל של ילדים ומתבגרים ....,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8029-01
ב',א',254 ,רקנאטי,"ד""ר דישטניק דוד יוסף",1600 - 1400,סמינר בניתוח דוחות כספיים והערכת שווי חברות,ניהול/חשבונאות ,סמינר,1211-3814-04
"א'
ב'","ב'
ב'","126 
126 ","עבודה סוציאלית
עבודה סוציאלית","ד""ר קורין-לנגר נורה","1000 - 0800
1000 - 0800","ע""ס בתחום החברה הרב תרבותית",עבודה סוציאלית ,"סמינר
סמינר",1110-3187-01
א',ג',203 ,טרובוביץ משפ,מר קידר שי,2000 - 1800,כלים לעריכת דין אפקטיבית,משפטים ,שיעור,1411-7090-31
"א'
ב'","ג'
ד'","207א
206ב","מכסיקו
מכסיקו",פרופ הניג אופירה,"1600 - 1200
1900 - 1500",תהליכי עבודה ויצירה בבימוי,אמנויות/אמנות התאטרון ,"עבודה מע
עבודה מע",0811-4314-01
"א'
ב'","ה'
ה'","410 
410 ","שרת
שרת",פרופ שלו לילך,"1600 - 1400
1600 - 1400",תפקודי קשב: הערכה ואימון,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8031-01
ב',ה',403 ,רקנאטי,"ד""ר דישטניק דוד יוסף",1400 - 1200,סמינר בניתוח דוחות כספיים והערכת שווי חברות,ניהול/חשבונאות ,סמינר,1211-3814-05
א',ד',125 ,עבודה סוציאלית,"ד""ר באום-מזרחי עדי",1000 - 0800,אתיקה בהתערבות בעבודה סוציאלית,עבודה סוציאלית ,שיעור,1110-3190-01
א',ג',203 ,טרובוביץ משפ,מר קידר שי,2000 - 1800,כלים לעריכת דין אפקטיבית,משפטים ,שיעור,1411-7090-32
ב',ה',206ב,מכסיקו,מר רול גד,1400 - 1000,בימוי למתקדמים,הנדסה/אמנות התאטרון ,עבודה מע,0811-4539-01
"א'
ב'","ד'
ד'","309 
309 ","שרת
שרת","ד""ר טרש ריקרדו","1730 - 1600
1730 - 1600",מח תודעה וחינוך,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8032-01
א',א',254 ,רקנאטי,פרופ אמיר אלי,1200 - 1000,סמינר בחשבונאות פיננסית,ניהול/חשבונאות ,סמינר,1211-3815-01
א',ד',150 ,עבודה סוציאלית,"ד""ר פרומר דפנה",1000 - 0800,אתיקה בהתערבות בעבודה סוציאלית,עבודה סוציאלית ,שיעור,1110-3190-02
א',ג',204 ,טרובוביץ משפ,גב' בלאו עינבל,2000 - 1800,כלים לעריכת דין אפקטיבית,משפטים ,שיעור,1411-7090-33
א',None,    ,None,  ,None,הנחיית תזה,אמנויות/אמנות התאטרון ,הדרכה אי,0811-9988-01
"א'
ב'","ה'
ה'","411 
411 ","שרת
שרת","ד""ר זית זיידמן ענת","1600 - 1400
1600 - 1400",התמודדות בקרב משפחות של ילדים עם צרכים מיוחדים,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8033-01
א',ב',303 ,רקנאטי,"ד""ר לוי שי",1600 - 1400,סמינר בחשבונאות פיננסית,ניהול/חשבונאות ,סמינר,1211-3815-02
ב',ב',015 ,עבודה סוציאלית,"ד""ר פרומר דפנה",1800 - 1600,אתיקה בהתערבות בעבודה סוציאלית,עבודה סוציאלית ,שיעור,1110-3190-03
א',ג',204 ,טרובוביץ משפ,גב' בלאו עינבל,2000 - 1800,כלים לעריכת דין אפקטיבית,משפטים ,שיעור,1411-7090-34
ב',None,    ,None,  ,None,הנחיית תזה,אמנויות/אמנות התאטרון ,הדרכה אי,0811-9988-02
"א'
ב'","ד'
ד'","431 
431 ","שרת
שרת","ד""ר דניאל אלה","1800 - 1600
1800 - 1600",אלימות בבתי ספר : התמודדות ומניעה,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8034-01
ב',א',408 ,רקנאטי,"ד""ר ורסנו צחי",1400 - 1200,סמינר בחשבונאות פיננסית,ניהול/חשבונאות ,סמינר,1211-3815-03
ב',ד',121 ,עבודה סוציאלית,פרופ פלד עינת,1000 - 0800,אלימות במשפחה,עבודה סוציאלית ,שיעור,1110-3192-01
א',ג',206 ,טרובוביץ משפ,גב' מארק מאיה,2000 - 1800,כלים לעריכת דין אפקטיבית,משפטים ,שיעור,1411-7090-37
א',ד',208 ,מכסיקו,"ד""ר שם טוב נפתלי",1800 - 1600,"אימפרוביזציה ככלי הבעה יצירתי באמנות, חינוך וטיפול",מדעי החברה/הבעה ויצירה באמנויות ,שיעור,0813-4021-01
"א'
ב'","ה'
ה'","104 
104 ","כיתות דן דוד
כיתות דן דוד","ד""ר דניאל אלה","1600 - 1400
1600 - 1400",התפתחות ערכים מילדות עד בגרות,חינוך/היבטים התפתחותיים בחינוך ,"סמינר
סמינר",0721-8036-01
ב',א',408 ,רקנאטי,"ד""ר ורסנו צחי",1600 - 1400,סמינר בחשבונאות פיננסית,ניהול/חשבונאות ,סמינר,1211-3815-04
"א'
ב'","None
None","    
    ","None
None","ד""ר קורין-לנגר נורה","None
None",הכשרה מעשית מודרכת בשירותי הרווחה,עבודה סוציאלית ,"עבודה מע
עבודה מע",1110-3208-01
א',ג',206 ,טרובוביץ משפ,גב' מארק מאיה,2000 - 1800,כלים לעריכת דין אפקטיבית,משפטים ,שיעור,1411-7090-38
ב',ד',208 ,מכסיקו,פרופ קינר(קיסינגר) גד,1000 - 0800,"היוצר ביצירתו: ייצירתם של שלושה יוצרים סקנדינביים - איבסן, סטרינדברג ,ברגמן",מדעי החברה/הבעה ויצירה באמנויות ,שיעור,0813-4026-01
א',ג',432 ,שרת,פרופ דרור יובל,1400 - 1200,תרומת ההיסטוריה של החינוך לחקר מדיניות החינוך,חינוך/מדיניות החינוך וארגונו ,שיעור ות,0722-4008-01
ב',ה',403 ,רקנאטי,"ד""ר קמה איתי",1200 - 1000,סמינר בחשבונאות פיננסית,ניהול/חשבונאות ,סמינר,1211-3815-05
"א'
ב'","None
None","    
    ","None
None","ד""ר כץ כרמית-לבנה","None
None",הכשרה מעשית מודרכת בשירותי הרווחה,עבודה סוציאלית ,"עבודה מע
עבודה מע",1110-3208-02
ב',ה',207 ,טרובוביץ משפ,"ד""ר לביא שי",1700 - 1400,תובענות ייצוגיות ומכשירים אחרים לאכיפה פרטית,משפטים ,סמינר,1411-7094-01
ב',ד',208 ,מכסיקו,"ד""ר אופנהיים רועי",1400 - 1200,"""לנוע בלי לזוז"" - מחשבות על זמן, תנועה והבעה במוזיקה",אמנויות/הבעה ויצירה באמנויות ,שיעור,0813-4027-01
א',ג',004 ,שרת,"ד""ר בן דוד איריס",1000 - 0800,מבוא לכלכלת חינוך,חינוך/מדיניות החינוך וארגונו ,שיעור ות,0722-4009-01
ב',None,104 ,רקנאטי,מר זיכלינסקי ניר,None,ביקורת חשבונות מתקדמת,ניהול/חשבונאות ,שיעור ות,1211-4113-01
"א'
ב'","None
None","    
    ","None
None","ד""ר פרומר דפנה","None
None",הכשרה מעשית מודרכת בשירותי הרווחה,עבודה סוציאלית ,"עבודה מע
עבודה מע",1110-3208-03
"א'
ב'","ג'
ג'","202 
202 ","טרובוביץ משפ
טרובוביץ משפ",פרופ קמר אהוד,"1800 - 1600
1800 - 1600",סוגיות מתקדמות בדיני חברות,משפטים ,"סמינר
סמינר",1411-7104-01
א',ד',208 ,מכסיקו,"ד""ר שלם עמיאל שירלי",1600 - 1200,המבט כמפתח פרשני,אמנויות/הבעה ויצירה באמנויות ,סמינר,0813-5005-01
ב',ג',    ,None,"ד""ר בן דוד איריס",1200 - 1000,תיאוריות כלכליות ויישומן במדיניות  חינוך,חינוך/מדיניות החינוך וארגונו ,שיעור ות,0722-4010-01
א',None,104 ,רקנאטי,מר אבדי יום טוב,None,מסוי היחיד,ניהול/חשבונאות ,שיעור,1211-4126-01
"א'
ב'","None
None","    
    ","None
None","ד""ר גרין ורדה","None
None",הכשרה מעשית מודרכת בשירותי הרווחה,עבודה סוציאלית ,"עבודה מע
עבודה מע",1110-3208-04
א',ב',    ,None,פרופ גרוס אייל,1800 - 1600,International Law Workshop,משפטים ,סדנה,1411-7108-01
"א'
ב'","ד'
ד'","121 
121 ","מכסיקו
מכסיקו",גב' בדש רינה,"1200 - 0800
1200 - 1000",קולני יותר ממילים,אמנויות/הבעה ויצירה באמנויות ,"שיעור
שיעור",0813-6002-01
ב',ג',332 ,שרת,"ד""ר זהבי אהד",1800 - 1600,הילד והפילוסופיה של החינוך,חינוך/מדיניות החינוך וארגונו ,שיעור,0722-4011-01
א',None,104 ,רקנאטי,"עו""ד ליבוביץ-מלכא לימור",None,מסוי היחיד,ניהול/חשבונאות ,תרגיל,1211-4126-10
"א'
ב'","None
None","    
    ","None
None",  ,"None
None",הכשרה מעשית מודרכת בשירותי הרווחה,עבודה סוציאלית ,"עבודה מע
עבודה מע",1110-3208-05
ב',None,    ,None,"ד""ר קריכלי כץ תמר טובה",None,תיאוריה סוציולוגית ומחקר משפטי,משפטים ,שיעור,1411-7114-40
ב',ד',208 ,מכסיקו,"ד""ר הדס אריה",1600 - 1400,קולוקוויום,אמנויות/הבעה ויצירה באמנויות ,שיעור,0813-9997-01
"א'
ב'","ג'
ג'","332 
332 ","שרת
שרת","ד""ר פרנפס אורית","1000 - 0800
1000 - 0800",מודלים חלופיים ללמידה והוראה - הלכה ומעשה,חינוך/מדיניות החינוך וארגונו ,"שיעור
שיעור",0722-4107-01
א',None,104 ,רקנאטי,גב' גרסי יעל,None,חשבונאות פיננסית מתקדמת א',ניהול/חשבונאות ,שיעור,1211-4127-01
"א'
ב'","ב'
ב'","122 
122 ","עבודה סוציאלית
עבודה סוציאלית","ד""ר גרין ורדה","1000 - 0800
1000 - 0800","ע""ס בתחום הזקן ומשפחתו",עבודה סוציאלית ,"סמינר
סמינר",1110-3240-01
ב',ו',204 ,טרובוביץ משפ,מר יפת דורון,0945 - 0815,סוגיות נבחרות בתחום משפט העבודה הקיבוצי והפרטי,משפטים ,שיעור,1411-7146-30
א',א',115 ,מכסיקו,"ד""ר מיכאלי טלילה",1200 - 1000,מבוא לאמנות קלאסית: אמנות יוונית ואמנות הלניסטית,אמנויות/תולדות האמנות ,שיעור,0821-1005-01
"א'
ב'","None
None","    
    ","None
None",גב' גלבוע-אטר מיכל,"None
None",מודלים חלופיים ללמידה והוראה - הלכה ומעשה,חינוך/מדיניות החינוך וארגונו ,"הדרכה אי
הדרכה אי",0722-4107-02
א',None,103 ,רקנאטי,גב' אבריאן דורין,None,חשבונאות פיננסית מתקדמת א',ניהול/חשבונאות ,תרגיל,1211-4127-10
"א'
ב'","ב'
ב'","123 
123 ","עבודה סוציאלית
עבודה סוציאלית","ד""ר פרומר דפנה","1000 - 0800
1000 - 0800","ע""ס בתחום בריאות הנפש",עבודה סוציאלית ,"סמינר
סמינר",1110-3264-01
ב',ב',305 ,טרובוביץ משפ,"ד""ר שלאימה לינא",1800 - 1600,"Law, Religion and Secularism",משפטים ,שיעור,1411-7154-40
ב',א',115 ,מכסיקו,"ד""ר מיכאלי טלילה",1200 - 1000,מבוא לאמנות קלאסית: המיתולוגיה באמנות,אמנויות/תולדות האמנות ,שיעור,0821-1009-01
א',ג',328 ,שרת,פרופ פרוגל שי ישראל,1200 - 1000,היסטוריה ופילוסופיה של החינוך הפרוגרסיבי,חינוך/מדיניות החינוך וארגונו ,שיעור ות,0722-4111-01
א',None,407 ,רקנאטי,מר לוי רועי שמעון,None,חשבונאות פיננסית מתקדמת א',ניהול/חשבונאות ,תרגיל,1211-4127-20
א',ד',055 ,עבודה סוציאלית,"ד""ר טרטקובסקי איבגני",1200 - 1000,התמודדות עם מצבי לחץ בתהליך ההגירה,עבודה סוציאלית ,שיעור,1110-3266-01
ב',ג',206 ,טרובוביץ משפ,"ד""ר פורת אסף",1800 - 1600,היבטים חוקתיים של ההליך הפלילי,משפטים ,שיעור,1411-7157-30
ב',ב',206א,מכסיקו,"ד""ר פישר מתתיהו",1800 - 1600,"מבוא לאמנות קלאסית : רומא ויהודה, מרכז ושוליים באמנות הרומית",אמנויות/תולדות האמנות ,שיעור,0821-1131-01
"א'
ב'","ג'
ג'","004 
004 ","שרת
שרת",פרופ אופלטקה יזהר,"1400 - 1200
1400 - 1200",מבוא למינהל החינוך,חינוך/מדיניות החינוך וארגונו ,"שיעור ות
שיעור ות",0722-4113-01
