building,day,teacher,school,room,semester,faculty,course_type,course_name,course_number,hours
בית הסטודנט,א',גב' כרמון אסתר,ביה''ס לאדריכלות ,205 ,ב',אמנויות,סדנה,"סטודיו עיצוב 2ב - עיצוב אדריכלי, מבנה ציבורי בקנה מידה קטן",0881-2104-03,1900 - 1600
בית הסטודנט,ד',גב' כרמון אסתר,ביה''ס לאדריכלות ,205 ,ב',אמנויות,סדנה,"סטודיו עיצוב 2ב - עיצוב אדריכלי, מבנה ציבורי בקנה מידה קטן",0881-2104-03,1500 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,"סטודיו עיצוב 2ב - עיצוב אדריכלי, מבנה ציבורי בקנה מידה קטן",0881-2104-04,None
בית הסטודנט,א',מר יזרעאלי חיים אילן,ביה''ס לאדריכלות ,206 ,ב',אמנויות,סדנה,"סטודיו עיצוב 2ב - עיצוב אדריכלי, מבנה ציבורי בקנה מידה קטן",0881-2104-04,1900 - 1600
בית הסטודנט,ד',מר יזרעאלי חיים אילן,ביה''ס לאדריכלות ,206 ,ב',אמנויות,סדנה,"סטודיו עיצוב 2ב - עיצוב אדריכלי, מבנה ציבורי בקנה מידה קטן",0881-2104-04,1500 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-01,None
בית הסטודנט,ב',מר בורשטיין איתמר,ביה''ס לאדריכלות ,205 ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-01,1300 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-02,None
בית הסטודנט,ב',גב' חן שכנאי מיכל,ביה''ס לאדריכלות ,206 ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-02,1300 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-03,None
בית הסטודנט,ב',מר בורשטיין איתמר,ביה''ס לאדריכלות ,207 ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-03,1600 - 1300
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-04,None
בית הסטודנט,ב',גב' חן שכנאי מיכל,ביה''ס לאדריכלות ,208 ,ב',אמנויות,סדנה,עיצוב בסיסי ב,0881-2113-04,1600 - 1300
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-01,None
כיתות דן דוד,ג',גב' קציר ענת,ביה''ס לאדריכלות ,201 ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-01,1200 - 0900
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-02,None
בית הסטודנט,ג',גב' בן פורת תרזה,ביה''ס לאדריכלות ,210 ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-02,1200 - 0900
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-03,None
בית הסטודנט,ג',מר סדן מאיר,ביה''ס לאדריכלות ,211 ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-03,1200 - 0900
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-04,None
בית הסטודנט,ג',גב' רוטנברג עדה,ביה''ס לאדריכלות ,214 ,א',אמנויות,סדנה,עיצוב מידע מורכב,0881-2114-04,1200 - 0900
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,שיעור,תולדות האדריכלות ד' - אדריכלות במאות ה-18 וה- 19,0881-2212-01,None
כיתות דן דוד,א',"ד""ר מרגלית דנה",ביה''ס לאדריכלות ,203 ,א',אמנויות,שיעור,תולדות האדריכלות ד' - אדריכלות במאות ה-18 וה- 19,0881-2212-01,1600 - 1400
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סמינר,מחשבות ירוקות: תיאוריה ופרקטיקה של בניה ירוקה ופיתוח בר קימא,0881-2218-01,None
קיקואין,א',"ד""ר אוסטרליץ נעם מרדכי",ביה''ס לאדריכלות ,002 ,ב',אמנויות,סמינר,מחשבות ירוקות: תיאוריה ופרקטיקה של בניה ירוקה ופיתוח בר קימא,0881-2218-01,1600 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,פרוסמינר,ביקורת הפונקציונליזם והשדה המורחב,0881-2222-01,None
מכסיקו,ב',"ד""ר שיבר יואב",ביה''ס לאדריכלות ,211 ,ב',אמנויות,פרוסמינר,ביקורת הפונקציונליזם והשדה המורחב,0881-2222-01,1600 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,שיעור ות,סטטיקה וחוזק חומרים,0881-2303-01,None
כיתות דן דוד,א',גב' לבון קארין,ביה''ס לאדריכלות ,201 ,ב',אמנויות,שיעור ות,סטטיקה וחוזק חומרים,0881-2303-01,1200 - 1000
כיתות דן דוד,ג',גב' לבון קארין,ביה''ס לאדריכלות ,201 ,ב',אמנויות,שיעור ות,סטטיקה וחוזק חומרים,0881-2303-01,1200 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,שיעור,"מבוא לתיב""מ דו-מימד",0881-2305-01,None
בית הסטודנט,ה',מר בראונר עמי,ביה''ס לאדריכלות ,213 ,א',אמנויות,שיעור,"מבוא לתיב""מ דו-מימד",0881-2305-01,1200 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,תרגיל,"מבוא לתיב""מ דו-מימד",0881-2305-02,None
בית הסטודנט,ה',מר בראונר עמי,ביה''ס לאדריכלות ,213 ,א',אמנויות,תרגיל,"מבוא לתיב""מ דו-מימד",0881-2305-02,1300 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,שיעור,"מבוא לתיב""מ דו-מימד",0881-2305-03,None
בית הסטודנט,ה',מר בראונר עמי,ביה''ס לאדריכלות ,213 ,א',אמנויות,שיעור,"מבוא לתיב""מ דו-מימד",0881-2305-03,1500 - 1300
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,תרגיל,"מבוא לתיב""מ דו-מימד",0881-2305-04,None
בית הסטודנט,ה',מר בראונר עמי,ביה''ס לאדריכלות ,213 ,א',אמנויות,תרגיל,"מבוא לתיב""מ דו-מימד",0881-2305-04,1600 - 1500
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,פרוסמינר,סוגיות מגדריות באדריכלות מודרנית,0881-2307-01,None
מכסיקו,ב',"ד""ר דוידי סיגל",ביה''ס לאדריכלות ,209 ,ב',אמנויות,פרוסמינר,סוגיות מגדריות באדריכלות מודרנית,0881-2307-01,1600 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,שיעור ות,כלכלה עירונית,0881-2405-01,None
קיקואין,ב',"ד""ר זימון יאיר",ביה''ס לאדריכלות ,001 ,א',אמנויות,שיעור ות,כלכלה עירונית,0881-2405-01,1400 - 1100
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,שיעור ות,אקלים אנרגיה ובקרת סביבת המבנה,0881-2502-01,None
כיתות דן דוד,ה',מר אהרוני רפאל,ביה''ס לאדריכלות ,201 ,ב',אמנויות,שיעור ות,אקלים אנרגיה ובקרת סביבת המבנה,0881-2502-01,1700 - 1400
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,שיעור ות,מורפולוגיה,0881-2503-01,None
קיקואין,א',מר צינמן דוד,ביה''ס לאדריכלות ,001 ,ב',אמנויות,שיעור ות,מורפולוגיה,0881-2503-01,1400 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,שיעור,מידול תלת מימדי,0881-2504-01,None
בית הסטודנט,ה',מר אזולאי טל,ביה''ס לאדריכלות ,213 ,ב',אמנויות,שיעור,מידול תלת מימדי,0881-2504-01,1200 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,תרגיל,מידול תלת מימדי,0881-2504-02,None
בית הסטודנט,ה',מר אזולאי טל,ביה''ס לאדריכלות ,213 ,ב',אמנויות,תרגיל,מידול תלת מימדי,0881-2504-02,1300 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,שיעור,מידול תלת מימדי,0881-2504-03,None
בית הסטודנט,ה',מר אזולאי טל,ביה''ס לאדריכלות ,213 ,ב',אמנויות,שיעור,מידול תלת מימדי,0881-2504-03,1500 - 1300
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,תרגיל,מידול תלת מימדי,0881-2504-04,None
בית הסטודנט,ה',מר אזולאי טל,ביה''ס לאדריכלות ,213 ,ב',אמנויות,תרגיל,מידול תלת מימדי,0881-2504-04,1600 - 1500
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,הבנת הבמרחב והבעתו 2,0881-2505-01,None
בית הסטודנט,ה',מר מוזס סלומון,ביה''ס לאדריכלות ,205 ,ב',אמנויות,סדנה,הבנת הבמרחב והבעתו 2,0881-2505-01,1300 - 1000
בית הסטודנט,ה',מר מוזס סלומון,ביה''ס לאדריכלות ,205א,ב',אמנויות,סדנה,הבנת הבמרחב והבעתו 2,0881-2505-02,1600 - 1300
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,שיעור,דרום תל אביב כמרחב של חיים ביחד,0881-3097-01,None
מכסיקו,ב',"ד""ר צין ערן בני",ביה''ס לאדריכלות ,213 ,א',אמנויות,שיעור,דרום תל אביב כמרחב של חיים ביחד,0881-3097-01,1200 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-01,None
בית הסטודנט,ג',מר יעבץ צארלס שמואל,ביה''ס לאדריכלות ,206 ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-01,1600 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-02,None
בית הסטודנט,ג',גב' פרידמן סימון,ביה''ס לאדריכלות ,207 ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-02,1600 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-03,None
בית הסטודנט,ג',גב' גזית טיבור טל,ביה''ס לאדריכלות ,205 ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-03,1600 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-04,None
בית הסטודנט,ג',מר הלברשטט יצחק,ביה''ס לאדריכלות ,208 ,ב',אמנויות,סדנה,חומרים וחיבורים,0881-3106-04,1600 - 1200
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,סטודיו מגורים 1,0881-3112-01,None
בית הסטודנט,א',גב' מתוק דפנה,ביה''ס לאדריכלות ,214 ,א',אמנויות,סדנה,סטודיו מגורים 1,0881-3112-01,1900 - 1600
בית הסטודנט,ד',גב' מתוק דפנה,ביה''ס לאדריכלות ,214 ,א',אמנויות,סדנה,סטודיו מגורים 1,0881-3112-01,1500 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,סטודיו מגורים 1,0881-3112-02,None
בית הסטודנט,א',גב' מתוק דפנה,ביה''ס לאדריכלות ,214 ,ב',אמנויות,סדנה,סטודיו מגורים 1,0881-3112-02,1900 - 1600
בית הסטודנט,ד',גב' מתוק דפנה,ביה''ס לאדריכלות ,214 ,ב',אמנויות,סדנה,סטודיו מגורים 1,0881-3112-02,1500 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,סטודיו שימור 3,0881-3114-01,None
בית הסטודנט,א',פרופ בר אור אמנון,ביה''ס לאדריכלות ,209 ,א',אמנויות,סדנה,סטודיו שימור 3,0881-3114-01,1900 - 1600
בית הסטודנט,ד',פרופ בר אור אמנון,ביה''ס לאדריכלות ,209 ,א',אמנויות,סדנה,סטודיו שימור 3,0881-3114-01,1500 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,סטודיו שימור 3,0881-3114-02,None
בית הסטודנט,א',פרופ בר אור אמנון,ביה''ס לאדריכלות ,209 ,ב',אמנויות,סדנה,סטודיו שימור 3,0881-3114-02,1900 - 1600
בית הסטודנט,ד',פרופ בר אור אמנון,ביה''ס לאדריכלות ,209 ,ב',אמנויות,סדנה,סטודיו שימור 3,0881-3114-02,1500 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-01,None
בית הסטודנט,ב',גב' גזית טיבור טל,ביה''ס לאדריכלות ,209 ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-01,1300 - 0900
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-02,None
בית הסטודנט,ב',מר שפירא דן שלמה,ביה''ס לאדריכלות ,210 ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-02,1300 - 0900
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-03,None
בית הסטודנט,ב',גב' פרידמן סימון,ביה''ס לאדריכלות ,211 ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-03,1300 - 0900
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-04,None
בית הסטודנט,ב',מר יעבץ צארלס שמואל,ביה''ס לאדריכלות ,214 ,א',אמנויות,סדנה,סטודיו טכנולוגי א',0881-3125-04,1300 - 0900
בית הסטודנט,ג',מר לביא תמיר,ביה''ס לאדריכלות ,213 ,ב',אמנויות,שיעור,תכנון באמצעות מדיה דיגיטלית,0881-3126-01,1100 - 0900
בית הסטודנט,ג',מר לביא תמיר,ביה''ס לאדריכלות ,213 ,ב',אמנויות,תרגיל,תכנון באמצעות מדיה דיגיטלית,0881-3126-02,1200 - 1100
בית הסטודנט,ג',מר לביא תמיר,ביה''ס לאדריכלות ,213 ,ב',אמנויות,שיעור,תכנון באמצעות מדיה דיגיטלית,0881-3126-03,1400 - 1200
בית הסטודנט,ג',מר לביא תמיר,ביה''ס לאדריכלות ,213 ,ב',אמנויות,תרגיל,תכנון באמצעות מדיה דיגיטלית,0881-3126-04,1500 - 1400
None,None,  ,ביה''ס לאדריכלות ,    ,ב',אמנויות,סדנה,סטודיו נוף 10,0881-3127-02,None
בית הסטודנט,א',גב' ליבנה חוי,ביה''ס לאדריכלות ,001ד,ב',אמנויות,סדנה,סטודיו נוף 10,0881-3127-02,1900 - 1600
בית הסטודנט,ד',גב' ליבנה חוי,ביה''ס לאדריכלות ,001ד,ב',אמנויות,סדנה,סטודיו נוף 10,0881-3127-02,1500 - 1000
None,None,  ,ביה''ס לאדריכלות ,    ,א',אמנויות,שיעור ות,מבוא לעיצוב עירוני,0881-3128-01,None
מכסיקו,ה',"ד""ר מרגלית טליה",ביה''ס לאדריכלות ,211 ,א',אמנויות,שיעור ות,מבוא לעיצוב עירוני,0881-3128-01,1300 - 1000
